date,running_total
Tue Feb 16 2016 09:09:14 GMT-0800 (PST),565
Tue Feb 16 2016 09:20:18 GMT-0800 (PST),566
Tue Feb 16 2016 09:21:20 GMT-0800 (PST),567
Tue Feb 16 2016 09:45:46 GMT-0800 (PST),568
Tue Feb 16 2016 10:46:36 GMT-0800 (PST),569
Tue Feb 16 2016 10:46:38 GMT-0800 (PST),570
Tue Feb 16 2016 10:46:55 GMT-0800 (PST),571
Tue Feb 16 2016 10:46:56 GMT-0800 (PST),572
Tue Feb 16 2016 10:46:58 GMT-0800 (PST),573
Tue Feb 16 2016 10:47:00 GMT-0800 (PST),574
Tue Feb 16 2016 10:47:01 GMT-0800 (PST),575
Tue Feb 16 2016 10:48:06 GMT-0800 (PST),576
Tue Feb 16 2016 11:01:43 GMT-0800 (PST),577
Tue Feb 16 2016 11:37:11 GMT-0800 (PST),578
Tue Feb 16 2016 11:45:23 GMT-0800 (PST),579
Wed Feb 17 2016 07:58:07 GMT-0800 (PST),580
Thu Feb 18 2016 07:46:04 GMT-0800 (PST),600
Thu Feb 18 2016 07:48:30 GMT-0800 (PST),620
Thu Feb 18 2016 08:55:52 GMT-0800 (PST),621
Thu Feb 18 2016 08:56:12 GMT-0800 (PST),622
Thu Feb 18 2016 08:56:19 GMT-0800 (PST),623
Thu Feb 18 2016 08:59:21 GMT-0800 (PST),624
Thu Feb 18 2016 10:02:03 GMT-0800 (PST),625
Thu Feb 18 2016 10:06:12 GMT-0800 (PST),626
Thu Feb 18 2016 10:33:23 GMT-0800 (PST),627
Thu Feb 18 2016 10:35:30 GMT-0800 (PST),628
Thu Feb 18 2016 11:25:33 GMT-0800 (PST),629
Thu Feb 18 2016 11:27:09 GMT-0800 (PST),630
Thu Feb 18 2016 15:00:29 GMT-0800 (PST),631
Thu Feb 18 2016 15:01:49 GMT-0800 (PST),632
Fri Feb 19 2016 13:46:37 GMT-0800 (PST),633
Fri Feb 19 2016 14:52:29 GMT-0800 (PST),634
Fri Feb 19 2016 20:49:07 GMT-0800 (PST),635
Fri Feb 19 2016 20:51:02 GMT-0800 (PST),636
Sat Feb 20 2016 14:02:52 GMT-0800 (PST),637
Sun Feb 21 2016 19:17:35 GMT-0800 (PST),638
Sun Feb 21 2016 20:06:17 GMT-0800 (PST),639
Sun Feb 21 2016 22:01:15 GMT-0800 (PST),640
Sun Feb 21 2016 22:03:42 GMT-0800 (PST),641
Mon Feb 22 2016 16:38:40 GMT-0800 (PST),642
Mon Feb 22 2016 19:55:18 GMT-0800 (PST),643
Mon Feb 22 2016 19:56:30 GMT-0800 (PST),644
Mon Feb 22 2016 19:58:57 GMT-0800 (PST),645
Mon Feb 22 2016 20:00:26 GMT-0800 (PST),646
Mon Feb 22 2016 21:44:01 GMT-0800 (PST),647
Mon Feb 22 2016 21:47:47 GMT-0800 (PST),648
Mon Feb 22 2016 21:51:05 GMT-0800 (PST),649
Mon Feb 22 2016 23:37:15 GMT-0800 (PST),650
Mon Feb 22 2016 23:37:16 GMT-0800 (PST),651
Mon Feb 22 2016 23:37:18 GMT-0800 (PST),652
Mon Feb 22 2016 23:38:28 GMT-0800 (PST),653
Mon Feb 22 2016 23:38:35 GMT-0800 (PST),654
Tue Feb 23 2016 08:49:43 GMT-0800 (PST),655
Tue Feb 23 2016 08:52:02 GMT-0800 (PST),656
Tue Feb 23 2016 08:54:09 GMT-0800 (PST),657
Tue Feb 23 2016 12:22:18 GMT-0800 (PST),677
Tue Feb 23 2016 16:10:11 GMT-0800 (PST),678
Tue Feb 23 2016 17:20:39 GMT-0800 (PST),679
Tue Feb 23 2016 17:44:23 GMT-0800 (PST),680
Tue Feb 23 2016 17:44:24 GMT-0800 (PST),681
Tue Feb 23 2016 17:44:26 GMT-0800 (PST),682
Wed Feb 24 2016 21:30:23 GMT-0800 (PST),683
Thu Feb 25 2016 00:07:35 GMT-0800 (PST),684
Thu Feb 25 2016 09:07:19 GMT-0800 (PST),685
Thu Feb 25 2016 09:08:34 GMT-0800 (PST),686
Thu Feb 25 2016 09:13:11 GMT-0800 (PST),687
Thu Feb 25 2016 10:04:36 GMT-0800 (PST),688
Thu Feb 25 2016 23:03:17 GMT-0800 (PST),689
Fri Feb 26 2016 13:42:33 GMT-0800 (PST),692
Fri Feb 26 2016 14:00:56 GMT-0800 (PST),712
Fri Feb 26 2016 23:52:50 GMT-0800 (PST),713
Fri Feb 26 2016 23:53:04 GMT-0800 (PST),714
Sat Feb 27 2016 11:16:03 GMT-0800 (PST),715
Sat Feb 27 2016 11:43:38 GMT-0800 (PST),716
Sat Feb 27 2016 11:51:17 GMT-0800 (PST),717
Sat Feb 27 2016 11:51:32 GMT-0800 (PST),718
Sat Feb 27 2016 11:53:09 GMT-0800 (PST),719
Sat Feb 27 2016 11:55:45 GMT-0800 (PST),720
Sat Feb 27 2016 11:57:35 GMT-0800 (PST),721
Sat Feb 27 2016 12:30:43 GMT-0800 (PST),722
Sat Feb 27 2016 12:30:55 GMT-0800 (PST),723
Sat Feb 27 2016 12:31:14 GMT-0800 (PST),724
Sat Feb 27 2016 12:33:06 GMT-0800 (PST),725
Sat Feb 27 2016 14:09:34 GMT-0800 (PST),726
Sat Feb 27 2016 14:10:06 GMT-0800 (PST),727
Sat Feb 27 2016 14:10:27 GMT-0800 (PST),728
Sat Feb 27 2016 17:11:44 GMT-0800 (PST),731
Sat Feb 27 2016 17:11:57 GMT-0800 (PST),732
Sat Feb 27 2016 17:11:57 GMT-0800 (PST),733
Sat Feb 27 2016 17:11:59 GMT-0800 (PST),734
Sat Feb 27 2016 17:12:00 GMT-0800 (PST),735
Sat Feb 27 2016 17:12:01 GMT-0800 (PST),736
Sat Feb 27 2016 17:12:02 GMT-0800 (PST),737
Sat Feb 27 2016 17:12:03 GMT-0800 (PST),738
Sat Feb 27 2016 21:09:31 GMT-0800 (PST),739
Sat Feb 27 2016 21:09:38 GMT-0800 (PST),740
Sun Feb 28 2016 00:24:27 GMT-0800 (PST),741
Sun Feb 28 2016 12:44:07 GMT-0800 (PST),742
Sun Feb 28 2016 12:44:11 GMT-0800 (PST),743
Sun Feb 28 2016 16:15:49 GMT-0800 (PST),744
Sun Feb 28 2016 18:08:43 GMT-0800 (PST),745
Sun Feb 28 2016 18:08:51 GMT-0800 (PST),746
Sun Feb 28 2016 18:09:04 GMT-0800 (PST),747
Sun Feb 28 2016 19:17:32 GMT-0800 (PST),748
Sun Feb 28 2016 19:17:38 GMT-0800 (PST),749
Sun Feb 28 2016 19:38:02 GMT-0800 (PST),750
Sun Feb 28 2016 19:38:21 GMT-0800 (PST),751
Sun Feb 28 2016 19:38:46 GMT-0800 (PST),752
Sun Feb 28 2016 22:53:45 GMT-0800 (PST),753
Sun Feb 28 2016 22:56:57 GMT-0800 (PST),773
Sun Feb 28 2016 23:01:05 GMT-0800 (PST),774
Sun Feb 28 2016 23:01:08 GMT-0800 (PST),775
Sun Feb 28 2016 23:01:10 GMT-0800 (PST),776
Sun Feb 28 2016 23:01:14 GMT-0800 (PST),777
Sun Feb 28 2016 23:01:15 GMT-0800 (PST),778
Sun Feb 28 2016 23:01:15 GMT-0800 (PST),779
Sun Feb 28 2016 23:01:16 GMT-0800 (PST),780
Sun Feb 28 2016 23:01:18 GMT-0800 (PST),781
Sun Feb 28 2016 23:01:19 GMT-0800 (PST),782
Sun Feb 28 2016 23:12:54 GMT-0800 (PST),783
Sun Feb 28 2016 23:24:03 GMT-0800 (PST),784
Sun Feb 28 2016 23:40:31 GMT-0800 (PST),785
Sun Feb 28 2016 23:40:54 GMT-0800 (PST),786
Sun Feb 28 2016 23:41:05 GMT-0800 (PST),787
Mon Feb 29 2016 00:46:44 GMT-0800 (PST),788
Mon Feb 29 2016 00:47:07 GMT-0800 (PST),789
Mon Feb 29 2016 00:55:31 GMT-0800 (PST),790
Mon Feb 29 2016 00:55:35 GMT-0800 (PST),791
Mon Feb 29 2016 05:50:57 GMT-0800 (PST),792
Mon Feb 29 2016 05:54:17 GMT-0800 (PST),793
Mon Feb 29 2016 05:56:30 GMT-0800 (PST),794
Mon Feb 29 2016 06:00:23 GMT-0800 (PST),795
Mon Feb 29 2016 06:13:12 GMT-0800 (PST),796
Mon Feb 29 2016 09:21:32 GMT-0800 (PST),797
Mon Feb 29 2016 09:22:05 GMT-0800 (PST),798
Mon Feb 29 2016 09:22:34 GMT-0800 (PST),799
Mon Feb 29 2016 09:22:55 GMT-0800 (PST),800
Mon Feb 29 2016 09:24:48 GMT-0800 (PST),801
Mon Feb 29 2016 11:31:31 GMT-0800 (PST),802
Mon Feb 29 2016 12:28:58 GMT-0800 (PST),803
Mon Feb 29 2016 12:29:23 GMT-0800 (PST),804
Mon Feb 29 2016 12:29:30 GMT-0800 (PST),805
Mon Feb 29 2016 12:43:15 GMT-0800 (PST),806
Mon Feb 29 2016 12:50:54 GMT-0800 (PST),807
Mon Feb 29 2016 12:51:16 GMT-0800 (PST),808
Mon Feb 29 2016 15:16:16 GMT-0800 (PST),809
Mon Feb 29 2016 15:16:25 GMT-0800 (PST),810
Mon Feb 29 2016 15:16:48 GMT-0800 (PST),811
Mon Feb 29 2016 16:03:10 GMT-0800 (PST),812
Mon Feb 29 2016 16:04:10 GMT-0800 (PST),813
Mon Feb 29 2016 16:04:48 GMT-0800 (PST),814
Mon Feb 29 2016 18:09:13 GMT-0800 (PST),815
Mon Feb 29 2016 18:09:15 GMT-0800 (PST),816
Mon Feb 29 2016 20:56:25 GMT-0800 (PST),817
Mon Feb 29 2016 22:23:08 GMT-0800 (PST),818
Mon Feb 29 2016 22:23:31 GMT-0800 (PST),819
Mon Feb 29 2016 22:23:36 GMT-0800 (PST),820
Mon Feb 29 2016 22:23:50 GMT-0800 (PST),821
Mon Feb 29 2016 22:24:36 GMT-0800 (PST),822
Mon Feb 29 2016 22:27:59 GMT-0800 (PST),823
Mon Feb 29 2016 22:28:47 GMT-0800 (PST),824
Mon Feb 29 2016 22:59:25 GMT-0800 (PST),825
Mon Feb 29 2016 23:01:06 GMT-0800 (PST),826
Mon Feb 29 2016 23:01:18 GMT-0800 (PST),827
Mon Feb 29 2016 23:21:02 GMT-0800 (PST),828
Mon Feb 29 2016 23:21:06 GMT-0800 (PST),829
Tue Mar 01 2016 00:15:15 GMT-0800 (PST),830
Tue Mar 01 2016 00:17:35 GMT-0800 (PST),831
Tue Mar 01 2016 00:20:21 GMT-0800 (PST),832
Tue Mar 01 2016 00:22:47 GMT-0800 (PST),833
Tue Mar 01 2016 09:26:42 GMT-0800 (PST),834
Tue Mar 01 2016 10:46:11 GMT-0800 (PST),835
Tue Mar 01 2016 10:46:37 GMT-0800 (PST),838
Tue Mar 01 2016 10:46:42 GMT-0800 (PST),839
Tue Mar 01 2016 10:47:00 GMT-0800 (PST),842
Tue Mar 01 2016 10:47:15 GMT-0800 (PST),843
Tue Mar 01 2016 10:50:16 GMT-0800 (PST),844
Tue Mar 01 2016 10:50:52 GMT-0800 (PST),845
Tue Mar 01 2016 10:50:52 GMT-0800 (PST),848
Tue Mar 01 2016 10:51:20 GMT-0800 (PST),849
Tue Mar 01 2016 10:51:20 GMT-0800 (PST),852
Tue Mar 01 2016 11:52:34 GMT-0800 (PST),853
Tue Mar 01 2016 11:52:35 GMT-0800 (PST),854
Tue Mar 01 2016 11:57:54 GMT-0800 (PST),855
Tue Mar 01 2016 18:06:16 GMT-0800 (PST),856
Tue Mar 01 2016 18:06:50 GMT-0800 (PST),857
Tue Mar 01 2016 18:07:00 GMT-0800 (PST),858
Tue Mar 01 2016 18:07:14 GMT-0800 (PST),859
Tue Mar 01 2016 18:08:31 GMT-0800 (PST),860
Tue Mar 01 2016 18:10:51 GMT-0800 (PST),861
Tue Mar 01 2016 21:28:53 GMT-0800 (PST),862
Tue Mar 01 2016 21:29:16 GMT-0800 (PST),865
Tue Mar 01 2016 21:29:21 GMT-0800 (PST),866
Tue Mar 01 2016 21:29:21 GMT-0800 (PST),867
Tue Mar 01 2016 21:30:03 GMT-0800 (PST),870
Tue Mar 01 2016 23:46:48 GMT-0800 (PST),873
Tue Mar 01 2016 23:46:49 GMT-0800 (PST),874
Tue Mar 01 2016 23:47:16 GMT-0800 (PST),877
Tue Mar 01 2016 23:51:16 GMT-0800 (PST),897
Wed Mar 02 2016 00:22:40 GMT-0800 (PST),917
Wed Mar 02 2016 04:12:28 GMT-0800 (PST),918
Wed Mar 02 2016 04:12:32 GMT-0800 (PST),919
Wed Mar 02 2016 06:02:12 GMT-0800 (PST),920
Wed Mar 02 2016 10:26:16 GMT-0800 (PST),921
Wed Mar 02 2016 10:26:21 GMT-0800 (PST),922
Wed Mar 02 2016 13:10:00 GMT-0800 (PST),923
Wed Mar 02 2016 13:11:06 GMT-0800 (PST),926
Wed Mar 02 2016 15:17:18 GMT-0800 (PST),927
Wed Mar 02 2016 15:25:25 GMT-0800 (PST),928
Wed Mar 02 2016 15:25:26 GMT-0800 (PST),929
Wed Mar 02 2016 17:17:40 GMT-0800 (PST),930
Wed Mar 02 2016 17:17:41 GMT-0800 (PST),931
Wed Mar 02 2016 20:20:10 GMT-0800 (PST),932
Wed Mar 02 2016 21:05:36 GMT-0800 (PST),933
Wed Mar 02 2016 21:05:37 GMT-0800 (PST),934
Wed Mar 02 2016 21:27:17 GMT-0800 (PST),935
Thu Mar 03 2016 00:12:46 GMT-0800 (PST),936
Thu Mar 03 2016 00:20:59 GMT-0800 (PST),937
Thu Mar 03 2016 09:10:26 GMT-0800 (PST),938
Thu Mar 03 2016 09:10:28 GMT-0800 (PST),939
Thu Mar 03 2016 09:23:13 GMT-0800 (PST),940
Thu Mar 03 2016 09:24:04 GMT-0800 (PST),941
Thu Mar 03 2016 10:26:56 GMT-0800 (PST),942
Thu Mar 03 2016 10:26:57 GMT-0800 (PST),943
Thu Mar 03 2016 10:31:51 GMT-0800 (PST),944
Thu Mar 03 2016 10:31:52 GMT-0800 (PST),945
Thu Mar 03 2016 10:33:02 GMT-0800 (PST),946
Thu Mar 03 2016 10:33:30 GMT-0800 (PST),947
Thu Mar 03 2016 10:33:38 GMT-0800 (PST),948
Thu Mar 03 2016 10:34:00 GMT-0800 (PST),949
Thu Mar 03 2016 10:35:34 GMT-0800 (PST),950
Thu Mar 03 2016 10:37:10 GMT-0800 (PST),951
Thu Mar 03 2016 10:38:15 GMT-0800 (PST),952
Thu Mar 03 2016 10:39:16 GMT-0800 (PST),953
Thu Mar 03 2016 10:39:54 GMT-0800 (PST),954
Thu Mar 03 2016 10:55:12 GMT-0800 (PST),955
Thu Mar 03 2016 10:55:13 GMT-0800 (PST),956
Thu Mar 03 2016 10:56:11 GMT-0800 (PST),957
Thu Mar 03 2016 10:56:43 GMT-0800 (PST),958
Thu Mar 03 2016 10:56:56 GMT-0800 (PST),959
Thu Mar 03 2016 11:00:00 GMT-0800 (PST),960
Thu Mar 03 2016 11:00:51 GMT-0800 (PST),961
Thu Mar 03 2016 11:07:37 GMT-0800 (PST),962
Thu Mar 03 2016 11:08:23 GMT-0800 (PST),965
Thu Mar 03 2016 11:08:31 GMT-0800 (PST),966
Thu Mar 03 2016 11:19:08 GMT-0800 (PST),969
Thu Mar 03 2016 11:22:31 GMT-0800 (PST),970
Thu Mar 03 2016 11:23:02 GMT-0800 (PST),971
Thu Mar 03 2016 11:27:55 GMT-0800 (PST),972
Thu Mar 03 2016 11:28:00 GMT-0800 (PST),973
Thu Mar 03 2016 11:29:46 GMT-0800 (PST),974
Fri Mar 04 2016 11:00:34 GMT-0800 (PST),975
Fri Mar 04 2016 20:07:35 GMT-0800 (PST),976
Fri Mar 04 2016 22:27:00 GMT-0800 (PST),977
Fri Mar 04 2016 22:27:01 GMT-0800 (PST),978
Fri Mar 04 2016 22:27:03 GMT-0800 (PST),979
Fri Mar 04 2016 22:27:05 GMT-0800 (PST),980
Fri Mar 04 2016 22:27:06 GMT-0800 (PST),981
Fri Mar 04 2016 22:27:07 GMT-0800 (PST),982
Fri Mar 04 2016 22:27:08 GMT-0800 (PST),983
Fri Mar 04 2016 22:27:09 GMT-0800 (PST),984
Fri Mar 04 2016 22:27:10 GMT-0800 (PST),985
Fri Mar 04 2016 22:27:12 GMT-0800 (PST),986
Fri Mar 04 2016 22:27:13 GMT-0800 (PST),987
Fri Mar 04 2016 22:27:13 GMT-0800 (PST),988
Fri Mar 04 2016 22:27:15 GMT-0800 (PST),989
Fri Mar 04 2016 22:27:16 GMT-0800 (PST),990
Fri Mar 04 2016 22:27:17 GMT-0800 (PST),991
Fri Mar 04 2016 22:27:29 GMT-0800 (PST),992
Fri Mar 04 2016 22:27:30 GMT-0800 (PST),993
Fri Mar 04 2016 22:27:32 GMT-0800 (PST),994
Fri Mar 04 2016 22:27:34 GMT-0800 (PST),995
Fri Mar 04 2016 22:27:37 GMT-0800 (PST),996
Fri Mar 04 2016 22:27:39 GMT-0800 (PST),997
Fri Mar 04 2016 22:27:40 GMT-0800 (PST),998
Fri Mar 04 2016 22:27:41 GMT-0800 (PST),999
Fri Mar 04 2016 22:27:43 GMT-0800 (PST),1000
Fri Mar 04 2016 22:27:44 GMT-0800 (PST),1001
Fri Mar 04 2016 22:27:45 GMT-0800 (PST),1002
Fri Mar 04 2016 22:27:48 GMT-0800 (PST),1003
Fri Mar 04 2016 22:27:51 GMT-0800 (PST),1004
Fri Mar 04 2016 22:27:57 GMT-0800 (PST),1005
Fri Mar 04 2016 22:27:58 GMT-0800 (PST),1006
Fri Mar 04 2016 22:27:59 GMT-0800 (PST),1007
Sat Mar 05 2016 09:17:46 GMT-0800 (PST),1008
Sat Mar 05 2016 09:17:54 GMT-0800 (PST),1009
Sat Mar 05 2016 09:18:18 GMT-0800 (PST),1010
Sat Mar 05 2016 09:19:25 GMT-0800 (PST),1011
Sat Mar 05 2016 09:19:30 GMT-0800 (PST),1012
Sat Mar 05 2016 14:37:12 GMT-0800 (PST),1013
Sat Mar 05 2016 14:37:19 GMT-0800 (PST),1014
Sat Mar 05 2016 14:38:18 GMT-0800 (PST),1015
Sat Mar 05 2016 14:47:48 GMT-0800 (PST),1016
Sat Mar 05 2016 14:47:51 GMT-0800 (PST),1017
Sun Mar 06 2016 17:20:59 GMT-0800 (PST),1020
Sun Mar 06 2016 17:21:06 GMT-0800 (PST),1021
Sun Mar 06 2016 17:21:07 GMT-0800 (PST),1022
Sun Mar 06 2016 19:42:45 GMT-0800 (PST),1023
Mon Mar 07 2016 12:44:55 GMT-0800 (PST),1024
Mon Mar 07 2016 13:43:14 GMT-0800 (PST),1025
Mon Mar 07 2016 13:45:37 GMT-0800 (PST),1045
Mon Mar 07 2016 13:47:11 GMT-0800 (PST),1065
Mon Mar 07 2016 17:43:00 GMT-0800 (PST),1066
Mon Mar 07 2016 17:43:03 GMT-0800 (PST),1067
Mon Mar 07 2016 17:44:26 GMT-0800 (PST),1068
Mon Mar 07 2016 17:44:27 GMT-0800 (PST),1069
Mon Mar 07 2016 23:38:53 GMT-0800 (PST),1070
Mon Mar 07 2016 23:38:58 GMT-0800 (PST),1071
Tue Mar 08 2016 01:44:55 GMT-0800 (PST),1072
Tue Mar 08 2016 01:45:00 GMT-0800 (PST),1073
Tue Mar 08 2016 09:15:16 GMT-0800 (PST),1074
Tue Mar 08 2016 09:15:20 GMT-0800 (PST),1075
Tue Mar 08 2016 09:39:04 GMT-0800 (PST),1076
Tue Mar 08 2016 09:39:08 GMT-0800 (PST),1077
Tue Mar 08 2016 09:44:34 GMT-0800 (PST),1078
Tue Mar 08 2016 09:44:36 GMT-0800 (PST),1079
Tue Mar 08 2016 11:14:30 GMT-0800 (PST),1080
Tue Mar 08 2016 11:14:32 GMT-0800 (PST),1081
Tue Mar 08 2016 11:24:44 GMT-0800 (PST),1082
Tue Mar 08 2016 11:24:45 GMT-0800 (PST),1083
Tue Mar 08 2016 11:34:08 GMT-0800 (PST),1084
Tue Mar 08 2016 16:47:37 GMT-0800 (PST),1085
Tue Mar 08 2016 23:49:14 GMT-0800 (PST),1086
Wed Mar 09 2016 03:15:39 GMT-0800 (PST),1087
Wed Mar 09 2016 03:15:40 GMT-0800 (PST),1088
Wed Mar 09 2016 10:10:29 GMT-0800 (PST),1089
Wed Mar 09 2016 10:12:18 GMT-0800 (PST),1090
Wed Mar 09 2016 10:12:18 GMT-0800 (PST),1093
Wed Mar 09 2016 14:11:48 GMT-0800 (PST),1094
Wed Mar 09 2016 14:11:55 GMT-0800 (PST),1095
Wed Mar 09 2016 14:13:07 GMT-0800 (PST),1096
Wed Mar 09 2016 14:13:12 GMT-0800 (PST),1097
Wed Mar 09 2016 16:17:30 GMT-0800 (PST),1098
Wed Mar 09 2016 19:55:36 GMT-0800 (PST),1099
Wed Mar 09 2016 19:55:37 GMT-0800 (PST),1100
Wed Mar 09 2016 22:27:20 GMT-0800 (PST),1101
Wed Mar 09 2016 22:27:24 GMT-0800 (PST),1102
Thu Mar 10 2016 00:51:50 GMT-0800 (PST),1103
Thu Mar 10 2016 00:51:54 GMT-0800 (PST),1104
Thu Mar 10 2016 10:53:01 GMT-0800 (PST),1105
Thu Mar 10 2016 10:53:04 GMT-0800 (PST),1106
Thu Mar 10 2016 11:03:39 GMT-0800 (PST),1107
Thu Mar 10 2016 14:00:09 GMT-0800 (PST),1108
Thu Mar 10 2016 14:00:10 GMT-0800 (PST),1109
Thu Mar 10 2016 14:00:12 GMT-0800 (PST),1110
Thu Mar 10 2016 14:00:15 GMT-0800 (PST),1111
Thu Mar 10 2016 14:00:51 GMT-0800 (PST),1112
Fri Mar 11 2016 08:15:59 GMT-0800 (PST),1113
Fri Mar 11 2016 08:16:00 GMT-0800 (PST),1114
Fri Mar 11 2016 08:17:00 GMT-0800 (PST),1115
Fri Mar 11 2016 08:17:01 GMT-0800 (PST),1116
Fri Mar 11 2016 08:17:56 GMT-0800 (PST),1117
Fri Mar 11 2016 08:18:17 GMT-0800 (PST),1118
Fri Mar 11 2016 08:18:28 GMT-0800 (PST),1119
Fri Mar 11 2016 08:18:47 GMT-0800 (PST),1120
Fri Mar 11 2016 08:29:53 GMT-0800 (PST),1121
Fri Mar 11 2016 08:32:48 GMT-0800 (PST),1122
Fri Mar 11 2016 08:33:27 GMT-0800 (PST),1123
Sat Mar 12 2016 18:23:12 GMT-0800 (PST),1124
Sat Mar 12 2016 18:23:44 GMT-0800 (PST),1125
Sat Mar 12 2016 18:55:19 GMT-0800 (PST),1126
Sun Mar 13 2016 03:52:26 GMT-0700 (PDT),1127
Sun Mar 13 2016 03:52:27 GMT-0700 (PDT),1128
Sun Mar 13 2016 09:03:32 GMT-0700 (PDT),1131
Sun Mar 13 2016 13:19:54 GMT-0700 (PDT),1132
Sun Mar 13 2016 13:20:00 GMT-0700 (PDT),1133
Sun Mar 13 2016 13:22:06 GMT-0700 (PDT),1153
Sun Mar 13 2016 13:22:27 GMT-0700 (PDT),1154
Sun Mar 13 2016 15:09:22 GMT-0700 (PDT),1155
Sun Mar 13 2016 15:18:48 GMT-0700 (PDT),1156
Sun Mar 13 2016 15:27:59 GMT-0700 (PDT),1157
Sun Mar 13 2016 15:29:24 GMT-0700 (PDT),1158
Sun Mar 13 2016 15:29:25 GMT-0700 (PDT),1159
Sun Mar 13 2016 15:32:09 GMT-0700 (PDT),1160
Sun Mar 13 2016 15:32:10 GMT-0700 (PDT),1161
Sun Mar 13 2016 15:45:51 GMT-0700 (PDT),1162
Sun Mar 13 2016 16:07:30 GMT-0700 (PDT),1163
Sun Mar 13 2016 18:52:55 GMT-0700 (PDT),1164
Sun Mar 13 2016 19:03:34 GMT-0700 (PDT),1165
Sun Mar 13 2016 20:09:36 GMT-0700 (PDT),1166
Sun Mar 13 2016 20:18:18 GMT-0700 (PDT),1167
Sun Mar 13 2016 20:32:58 GMT-0700 (PDT),1168
Sun Mar 13 2016 20:33:01 GMT-0700 (PDT),1169
Sun Mar 13 2016 20:33:03 GMT-0700 (PDT),1170
Sun Mar 13 2016 20:33:05 GMT-0700 (PDT),1171
Sun Mar 13 2016 20:35:11 GMT-0700 (PDT),1172
Sun Mar 13 2016 21:30:25 GMT-0700 (PDT),1173
Sun Mar 13 2016 21:31:20 GMT-0700 (PDT),1174
Sun Mar 13 2016 21:31:28 GMT-0700 (PDT),1175
Sun Mar 13 2016 21:32:50 GMT-0700 (PDT),1176
Sun Mar 13 2016 22:10:37 GMT-0700 (PDT),1177
