date,running_total
Sun Mar 13 2016 22:32:37 GMT-0700 (PDT),1178
Sun Mar 13 2016 22:33:08 GMT-0700 (PDT),1179
Sun Mar 13 2016 22:50:58 GMT-0700 (PDT),1180
Sun Mar 13 2016 22:51:20 GMT-0700 (PDT),1183
Sun Mar 13 2016 22:51:21 GMT-0700 (PDT),1184
Sun Mar 13 2016 22:51:27 GMT-0700 (PDT),1185
Sun Mar 13 2016 22:52:06 GMT-0700 (PDT),1188
Sun Mar 13 2016 22:53:12 GMT-0700 (PDT),1191
Sun Mar 13 2016 22:55:04 GMT-0700 (PDT),1194
Sun Mar 13 2016 23:14:05 GMT-0700 (PDT),1195
Sun Mar 13 2016 23:52:54 GMT-0700 (PDT),1196
Mon Mar 14 2016 01:04:01 GMT-0700 (PDT),1197
Mon Mar 14 2016 01:25:02 GMT-0700 (PDT),1198
Mon Mar 14 2016 09:49:20 GMT-0700 (PDT),1199
Mon Mar 14 2016 09:56:10 GMT-0700 (PDT),1200
Mon Mar 14 2016 13:19:47 GMT-0700 (PDT),1201
Mon Mar 14 2016 14:22:49 GMT-0700 (PDT),1202
Mon Mar 14 2016 15:34:26 GMT-0700 (PDT),1203
Mon Mar 14 2016 16:08:02 GMT-0700 (PDT),1204
Mon Mar 14 2016 21:11:32 GMT-0700 (PDT),1205
Mon Mar 14 2016 22:00:25 GMT-0700 (PDT),1206
Tue Mar 15 2016 00:25:33 GMT-0700 (PDT),1207
Tue Mar 15 2016 00:25:35 GMT-0700 (PDT),1208
Tue Mar 15 2016 00:25:36 GMT-0700 (PDT),1209
Tue Mar 15 2016 00:25:39 GMT-0700 (PDT),1210
Tue Mar 15 2016 00:25:42 GMT-0700 (PDT),1211
Tue Mar 15 2016 00:25:45 GMT-0700 (PDT),1212
Tue Mar 15 2016 10:48:23 GMT-0700 (PDT),1213
Tue Mar 15 2016 10:48:51 GMT-0700 (PDT),1214
Tue Mar 15 2016 10:48:51 GMT-0700 (PDT),1217
Tue Mar 15 2016 10:49:13 GMT-0700 (PDT),1218
Tue Mar 15 2016 10:49:13 GMT-0700 (PDT),1221
Tue Mar 15 2016 10:51:26 GMT-0700 (PDT),1224
Tue Mar 15 2016 10:57:33 GMT-0700 (PDT),1227
Tue Mar 15 2016 10:59:49 GMT-0700 (PDT),1228
Tue Mar 15 2016 11:35:53 GMT-0700 (PDT),1229
Tue Mar 15 2016 11:35:56 GMT-0700 (PDT),1230
Tue Mar 15 2016 11:35:59 GMT-0700 (PDT),1231
Tue Mar 15 2016 11:36:02 GMT-0700 (PDT),1232
Tue Mar 15 2016 12:36:30 GMT-0700 (PDT),1233
Tue Mar 15 2016 12:39:39 GMT-0700 (PDT),1234
Tue Mar 15 2016 12:39:41 GMT-0700 (PDT),1235
Tue Mar 15 2016 12:40:23 GMT-0700 (PDT),1236
Tue Mar 15 2016 12:40:24 GMT-0700 (PDT),1237
Tue Mar 15 2016 12:42:48 GMT-0700 (PDT),1238
Tue Mar 15 2016 12:43:02 GMT-0700 (PDT),1239
Tue Mar 15 2016 12:43:08 GMT-0700 (PDT),1240
Tue Mar 15 2016 12:43:19 GMT-0700 (PDT),1241
Tue Mar 15 2016 12:44:16 GMT-0700 (PDT),1242
Tue Mar 15 2016 19:37:44 GMT-0700 (PDT),1243
Tue Mar 15 2016 21:45:06 GMT-0700 (PDT),1244
Tue Mar 15 2016 22:02:55 GMT-0700 (PDT),1245
Tue Mar 15 2016 22:03:23 GMT-0700 (PDT),1246
Wed Mar 16 2016 13:55:57 GMT-0700 (PDT),1247
Wed Mar 16 2016 15:22:48 GMT-0700 (PDT),1248
Wed Mar 16 2016 15:24:27 GMT-0700 (PDT),1249
Wed Mar 16 2016 15:24:27 GMT-0700 (PDT),1252
Wed Mar 16 2016 15:24:43 GMT-0700 (PDT),1253
Wed Mar 16 2016 19:41:03 GMT-0700 (PDT),1254
Wed Mar 16 2016 20:16:03 GMT-0700 (PDT),1255
Wed Mar 16 2016 20:53:01 GMT-0700 (PDT),1256
Wed Mar 16 2016 20:53:01 GMT-0700 (PDT),1259
Wed Mar 16 2016 22:04:32 GMT-0700 (PDT),1260
Thu Mar 17 2016 02:22:38 GMT-0700 (PDT),1261
Thu Mar 17 2016 11:16:59 GMT-0700 (PDT),1262
Thu Mar 17 2016 11:19:10 GMT-0700 (PDT),1263
Thu Mar 17 2016 11:19:11 GMT-0700 (PDT),1264
Sat Mar 19 2016 09:57:50 GMT-0700 (PDT),1265
Sat Mar 19 2016 09:59:49 GMT-0700 (PDT),1266
Sat Mar 19 2016 09:59:50 GMT-0700 (PDT),1267
Sat Mar 19 2016 10:01:31 GMT-0700 (PDT),1268
Sat Mar 19 2016 10:01:32 GMT-0700 (PDT),1269
Sat Mar 19 2016 10:03:07 GMT-0700 (PDT),1270
Sat Mar 19 2016 10:03:49 GMT-0700 (PDT),1271
Sat Mar 19 2016 10:03:57 GMT-0700 (PDT),1272
Sat Mar 19 2016 10:04:21 GMT-0700 (PDT),1273
Sat Mar 19 2016 10:05:39 GMT-0700 (PDT),1274
Sat Mar 19 2016 10:08:26 GMT-0700 (PDT),1275
Sat Mar 19 2016 10:10:32 GMT-0700 (PDT),1276
Sat Mar 19 2016 10:12:26 GMT-0700 (PDT),1277
Sat Mar 19 2016 10:13:23 GMT-0700 (PDT),1278
Sun Mar 20 2016 10:55:20 GMT-0700 (PDT),1279
Sun Mar 20 2016 10:56:49 GMT-0700 (PDT),1280
Sun Mar 20 2016 10:56:50 GMT-0700 (PDT),1281
Sun Mar 20 2016 10:57:56 GMT-0700 (PDT),1282
Sun Mar 20 2016 10:57:58 GMT-0700 (PDT),1283
Mon Mar 21 2016 08:53:30 GMT-0700 (PDT),1284
Mon Mar 21 2016 08:54:14 GMT-0700 (PDT),1287
Fri Mar 25 2016 23:09:32 GMT-0700 (PDT),1290
Fri Mar 25 2016 23:09:53 GMT-0700 (PDT),1291
Sat Mar 26 2016 22:24:35 GMT-0700 (PDT),1292
Sat Mar 26 2016 22:25:35 GMT-0700 (PDT),1293
Sat Mar 26 2016 22:25:36 GMT-0700 (PDT),1294
Sat Mar 26 2016 22:26:33 GMT-0700 (PDT),1295
Sat Mar 26 2016 22:26:37 GMT-0700 (PDT),1296
Sat Mar 26 2016 22:56:41 GMT-0700 (PDT),1297
Sat Mar 26 2016 22:56:50 GMT-0700 (PDT),1298
Sun Mar 27 2016 19:20:02 GMT-0700 (PDT),1299
Sun Mar 27 2016 19:20:03 GMT-0700 (PDT),1300
Mon Mar 28 2016 08:49:17 GMT-0700 (PDT),1320
Mon Mar 28 2016 12:18:39 GMT-0700 (PDT),1321
Mon Mar 28 2016 17:27:02 GMT-0700 (PDT),1322
Mon Mar 28 2016 17:46:33 GMT-0700 (PDT),1323
Mon Mar 28 2016 17:47:03 GMT-0700 (PDT),1324
Mon Mar 28 2016 17:53:26 GMT-0700 (PDT),1325
Mon Mar 28 2016 17:54:10 GMT-0700 (PDT),1326
Mon Mar 28 2016 17:54:23 GMT-0700 (PDT),1327
Mon Mar 28 2016 17:54:57 GMT-0700 (PDT),1330
Mon Mar 28 2016 17:55:42 GMT-0700 (PDT),1331
Mon Mar 28 2016 17:56:56 GMT-0700 (PDT),1334
Mon Mar 28 2016 17:57:28 GMT-0700 (PDT),1335
Mon Mar 28 2016 17:57:30 GMT-0700 (PDT),1336
Mon Mar 28 2016 17:57:32 GMT-0700 (PDT),1337
Mon Mar 28 2016 17:57:36 GMT-0700 (PDT),1338
Mon Mar 28 2016 17:58:09 GMT-0700 (PDT),1339
Mon Mar 28 2016 20:28:40 GMT-0700 (PDT),1340
Mon Mar 28 2016 21:03:58 GMT-0700 (PDT),1341
Mon Mar 28 2016 22:12:39 GMT-0700 (PDT),1342
Tue Mar 29 2016 01:54:19 GMT-0700 (PDT),1343
Tue Mar 29 2016 07:07:37 GMT-0700 (PDT),1344
Tue Mar 29 2016 07:11:10 GMT-0700 (PDT),1345
Tue Mar 29 2016 07:16:36 GMT-0700 (PDT),1346
Tue Mar 29 2016 07:16:39 GMT-0700 (PDT),1347
Tue Mar 29 2016 08:34:00 GMT-0700 (PDT),1348
Tue Mar 29 2016 08:34:07 GMT-0700 (PDT),1349
Tue Mar 29 2016 08:50:35 GMT-0700 (PDT),1350
Tue Mar 29 2016 09:19:10 GMT-0700 (PDT),1351
Tue Mar 29 2016 09:19:52 GMT-0700 (PDT),1352
Tue Mar 29 2016 09:20:18 GMT-0700 (PDT),1353
Tue Mar 29 2016 09:23:47 GMT-0700 (PDT),1354
Tue Mar 29 2016 09:25:34 GMT-0700 (PDT),1355
Tue Mar 29 2016 09:25:35 GMT-0700 (PDT),1356
Tue Mar 29 2016 09:25:47 GMT-0700 (PDT),1357
Tue Mar 29 2016 09:26:07 GMT-0700 (PDT),1358
Tue Mar 29 2016 09:27:38 GMT-0700 (PDT),1359
Tue Mar 29 2016 09:27:42 GMT-0700 (PDT),1360
Tue Mar 29 2016 09:28:50 GMT-0700 (PDT),1361
Tue Mar 29 2016 09:29:24 GMT-0700 (PDT),1362
Tue Mar 29 2016 09:29:34 GMT-0700 (PDT),1363
Tue Mar 29 2016 09:30:10 GMT-0700 (PDT),1364
Tue Mar 29 2016 10:07:07 GMT-0700 (PDT),1365
Tue Mar 29 2016 10:10:05 GMT-0700 (PDT),1366
Tue Mar 29 2016 10:31:15 GMT-0700 (PDT),1367
Tue Mar 29 2016 11:26:55 GMT-0700 (PDT),1368
Tue Mar 29 2016 11:32:17 GMT-0700 (PDT),1369
Tue Mar 29 2016 21:44:15 GMT-0700 (PDT),1370
Tue Mar 29 2016 21:48:51 GMT-0700 (PDT),1371
Tue Mar 29 2016 21:48:51 GMT-0700 (PDT),1374
Tue Mar 29 2016 21:49:51 GMT-0700 (PDT),1377
Tue Mar 29 2016 21:50:14 GMT-0700 (PDT),1378
Thu Mar 31 2016 10:10:43 GMT-0700 (PDT),1379
Thu Mar 31 2016 11:04:24 GMT-0700 (PDT),1380
Thu Mar 31 2016 11:10:06 GMT-0700 (PDT),1381
Thu Mar 31 2016 11:24:56 GMT-0700 (PDT),1382
Thu Mar 31 2016 18:29:59 GMT-0700 (PDT),1383
Thu Mar 31 2016 18:50:13 GMT-0700 (PDT),1384
Thu Mar 31 2016 22:13:01 GMT-0700 (PDT),1385
Fri Apr 01 2016 10:11:19 GMT-0700 (PDT),1386
Fri Apr 01 2016 10:15:01 GMT-0700 (PDT),1387
Fri Apr 01 2016 10:15:01 GMT-0700 (PDT),1390
Mon Apr 04 2016 14:47:16 GMT-0700 (PDT),1391
Mon Apr 04 2016 14:48:20 GMT-0700 (PDT),1392
Mon Apr 04 2016 14:48:23 GMT-0700 (PDT),1393
Mon Apr 04 2016 14:49:34 GMT-0700 (PDT),1394
Mon Apr 04 2016 14:49:35 GMT-0700 (PDT),1395
Mon Apr 04 2016 14:50:25 GMT-0700 (PDT),1396
Mon Apr 04 2016 14:50:41 GMT-0700 (PDT),1397
Mon Apr 04 2016 14:50:49 GMT-0700 (PDT),1398
Mon Apr 04 2016 15:30:10 GMT-0700 (PDT),1399
Mon Apr 04 2016 15:31:41 GMT-0700 (PDT),1400
Mon Apr 04 2016 15:32:39 GMT-0700 (PDT),1401
Mon Apr 04 2016 15:33:32 GMT-0700 (PDT),1402
Mon Apr 04 2016 15:34:12 GMT-0700 (PDT),1403
Mon Apr 04 2016 18:55:41 GMT-0700 (PDT),1404
Mon Apr 04 2016 23:49:23 GMT-0700 (PDT),1405
Mon Apr 04 2016 23:51:12 GMT-0700 (PDT),1406
Tue Apr 05 2016 08:49:14 GMT-0700 (PDT),1407
Tue Apr 05 2016 08:51:34 GMT-0700 (PDT),1408
Tue Apr 05 2016 08:53:56 GMT-0700 (PDT),1409
Tue Apr 05 2016 08:53:57 GMT-0700 (PDT),1410
Tue Apr 05 2016 09:00:19 GMT-0700 (PDT),1411
Tue Apr 05 2016 09:00:20 GMT-0700 (PDT),1412
Tue Apr 05 2016 09:01:34 GMT-0700 (PDT),1413
Tue Apr 05 2016 09:01:59 GMT-0700 (PDT),1414
Tue Apr 05 2016 09:02:04 GMT-0700 (PDT),1415
Tue Apr 05 2016 11:33:45 GMT-0700 (PDT),1416
Tue Apr 05 2016 11:35:49 GMT-0700 (PDT),1417
Tue Apr 05 2016 11:35:50 GMT-0700 (PDT),1418
Tue Apr 05 2016 11:37:02 GMT-0700 (PDT),1419
Tue Apr 05 2016 11:37:59 GMT-0700 (PDT),1420
Tue Apr 05 2016 11:40:03 GMT-0700 (PDT),1421
Tue Apr 05 2016 11:40:08 GMT-0700 (PDT),1422
Tue Apr 05 2016 11:40:21 GMT-0700 (PDT),1423
Tue Apr 05 2016 11:43:12 GMT-0700 (PDT),1424
Tue Apr 05 2016 11:45:24 GMT-0700 (PDT),1425
Wed Apr 06 2016 17:35:50 GMT-0700 (PDT),1445
Wed Apr 06 2016 17:49:23 GMT-0700 (PDT),1446
Wed Apr 06 2016 21:30:26 GMT-0700 (PDT),1447
Wed Apr 06 2016 21:51:30 GMT-0700 (PDT),1448
Wed Apr 06 2016 22:06:30 GMT-0700 (PDT),1449
Wed Apr 06 2016 22:08:06 GMT-0700 (PDT),1450
Wed Apr 06 2016 22:24:06 GMT-0700 (PDT),1451
Wed Apr 06 2016 22:39:27 GMT-0700 (PDT),1452
Wed Apr 06 2016 22:54:18 GMT-0700 (PDT),1453
Wed Apr 06 2016 22:54:46 GMT-0700 (PDT),1456
Wed Apr 06 2016 23:05:53 GMT-0700 (PDT),1457
Wed Apr 06 2016 23:54:06 GMT-0700 (PDT),1458
Thu Apr 07 2016 00:25:08 GMT-0700 (PDT),1459
Thu Apr 07 2016 09:18:21 GMT-0700 (PDT),1460
Thu Apr 07 2016 09:45:24 GMT-0700 (PDT),1461
Thu Apr 07 2016 09:48:40 GMT-0700 (PDT),1462
Thu Apr 07 2016 10:13:12 GMT-0700 (PDT),1463
Thu Apr 07 2016 10:57:35 GMT-0700 (PDT),1464
Thu Apr 07 2016 10:58:04 GMT-0700 (PDT),1465
Thu Apr 07 2016 10:58:50 GMT-0700 (PDT),1468
Thu Apr 07 2016 10:59:32 GMT-0700 (PDT),1469
Thu Apr 07 2016 10:59:34 GMT-0700 (PDT),1470
Thu Apr 07 2016 11:00:09 GMT-0700 (PDT),1471
Thu Apr 07 2016 11:00:41 GMT-0700 (PDT),1472
Thu Apr 07 2016 11:02:16 GMT-0700 (PDT),1473
Thu Apr 07 2016 11:03:23 GMT-0700 (PDT),1474
Thu Apr 07 2016 11:10:49 GMT-0700 (PDT),1475
Thu Apr 07 2016 11:13:02 GMT-0700 (PDT),1476
Thu Apr 07 2016 11:19:29 GMT-0700 (PDT),1477
Thu Apr 07 2016 11:40:30 GMT-0700 (PDT),1478
Thu Apr 07 2016 11:40:31 GMT-0700 (PDT),1479
Thu Apr 07 2016 11:40:32 GMT-0700 (PDT),1480
Thu Apr 07 2016 11:40:34 GMT-0700 (PDT),1481
Thu Apr 07 2016 11:40:42 GMT-0700 (PDT),1482
Thu Apr 07 2016 11:40:44 GMT-0700 (PDT),1483
Thu Apr 07 2016 11:40:44 GMT-0700 (PDT),1484
Thu Apr 07 2016 11:41:15 GMT-0700 (PDT),1485
Thu Apr 07 2016 11:42:10 GMT-0700 (PDT),1486
Thu Apr 07 2016 12:21:49 GMT-0700 (PDT),1487
Thu Apr 07 2016 12:23:02 GMT-0700 (PDT),1488
Thu Apr 07 2016 12:23:06 GMT-0700 (PDT),1489
Thu Apr 07 2016 12:23:15 GMT-0700 (PDT),1490
Thu Apr 07 2016 12:23:31 GMT-0700 (PDT),1491
Thu Apr 07 2016 12:24:00 GMT-0700 (PDT),1492
Thu Apr 07 2016 12:24:00 GMT-0700 (PDT),1495
Thu Apr 07 2016 12:24:11 GMT-0700 (PDT),1496
Thu Apr 07 2016 12:25:30 GMT-0700 (PDT),1497
Thu Apr 07 2016 12:25:58 GMT-0700 (PDT),1498
Thu Apr 07 2016 12:26:12 GMT-0700 (PDT),1499
Thu Apr 07 2016 12:29:52 GMT-0700 (PDT),1500
Thu Apr 07 2016 12:29:56 GMT-0700 (PDT),1501
Thu Apr 07 2016 12:36:55 GMT-0700 (PDT),1502
Thu Apr 07 2016 12:37:05 GMT-0700 (PDT),1503
Thu Apr 07 2016 12:37:12 GMT-0700 (PDT),1504
Thu Apr 07 2016 12:37:21 GMT-0700 (PDT),1505
Thu Apr 07 2016 12:38:48 GMT-0700 (PDT),1506
Thu Apr 07 2016 12:40:01 GMT-0700 (PDT),1509
Thu Apr 07 2016 12:40:06 GMT-0700 (PDT),1510
Thu Apr 07 2016 12:42:21 GMT-0700 (PDT),1513
Thu Apr 07 2016 12:43:00 GMT-0700 (PDT),1516
Thu Apr 07 2016 12:44:07 GMT-0700 (PDT),1517
Thu Apr 07 2016 12:46:32 GMT-0700 (PDT),1518
Thu Apr 07 2016 12:46:56 GMT-0700 (PDT),1521
Thu Apr 07 2016 12:47:12 GMT-0700 (PDT),1524
Thu Apr 07 2016 12:48:16 GMT-0700 (PDT),1525
Thu Apr 07 2016 12:48:38 GMT-0700 (PDT),1528
Thu Apr 07 2016 12:48:51 GMT-0700 (PDT),1529
Thu Apr 07 2016 12:50:26 GMT-0700 (PDT),1530
Thu Apr 07 2016 12:52:45 GMT-0700 (PDT),1533
Thu Apr 07 2016 12:53:01 GMT-0700 (PDT),1534
Thu Apr 07 2016 12:53:39 GMT-0700 (PDT),1537
Thu Apr 07 2016 12:54:34 GMT-0700 (PDT),1538
Thu Apr 07 2016 12:55:00 GMT-0700 (PDT),1541
Thu Apr 07 2016 12:55:18 GMT-0700 (PDT),1542
Thu Apr 07 2016 13:35:01 GMT-0700 (PDT),1543
Thu Apr 07 2016 17:23:31 GMT-0700 (PDT),1544
Thu Apr 07 2016 17:44:42 GMT-0700 (PDT),1545
Thu Apr 07 2016 20:57:32 GMT-0700 (PDT),1546
Thu Apr 07 2016 23:37:42 GMT-0700 (PDT),1547
Fri Apr 08 2016 09:49:25 GMT-0700 (PDT),1548
Fri Apr 08 2016 10:16:00 GMT-0700 (PDT),1549
Fri Apr 08 2016 15:08:34 GMT-0700 (PDT),1552
Fri Apr 08 2016 15:08:35 GMT-0700 (PDT),1553
Fri Apr 08 2016 15:10:56 GMT-0700 (PDT),1556
Fri Apr 08 2016 15:11:00 GMT-0700 (PDT),1557
Fri Apr 08 2016 15:15:26 GMT-0700 (PDT),1558
Fri Apr 08 2016 15:17:17 GMT-0700 (PDT),1559
Fri Apr 08 2016 19:17:17 GMT-0700 (PDT),1560
Sat Apr 09 2016 00:42:24 GMT-0700 (PDT),1561
Sat Apr 09 2016 11:38:24 GMT-0700 (PDT),1562
Sat Apr 09 2016 22:24:26 GMT-0700 (PDT),1563
Sat Apr 09 2016 22:37:53 GMT-0700 (PDT),1564
Sat Apr 09 2016 23:19:58 GMT-0700 (PDT),1565
Sat Apr 09 2016 23:50:11 GMT-0700 (PDT),1566
Sat Apr 09 2016 23:50:17 GMT-0700 (PDT),1567
Sun Apr 10 2016 11:12:34 GMT-0700 (PDT),1568
Sun Apr 10 2016 11:12:42 GMT-0700 (PDT),1569
Sun Apr 10 2016 13:41:26 GMT-0700 (PDT),1570
Sun Apr 10 2016 14:07:13 GMT-0700 (PDT),1571
Sun Apr 10 2016 14:08:41 GMT-0700 (PDT),1572
Sun Apr 10 2016 14:13:26 GMT-0700 (PDT),1573
Sun Apr 10 2016 14:13:32 GMT-0700 (PDT),1574
Sun Apr 10 2016 14:13:48 GMT-0700 (PDT),1575
Sun Apr 10 2016 14:20:03 GMT-0700 (PDT),1576
Sun Apr 10 2016 14:22:09 GMT-0700 (PDT),1577
Sun Apr 10 2016 14:23:59 GMT-0700 (PDT),1578
Sun Apr 10 2016 17:04:32 GMT-0700 (PDT),1579
Sun Apr 10 2016 17:04:44 GMT-0700 (PDT),1580
Sun Apr 10 2016 18:52:27 GMT-0700 (PDT),1581
Sun Apr 10 2016 19:46:08 GMT-0700 (PDT),1582
Sun Apr 10 2016 19:46:18 GMT-0700 (PDT),1583
Sun Apr 10 2016 19:46:30 GMT-0700 (PDT),1584
Sun Apr 10 2016 19:59:53 GMT-0700 (PDT),1587
Sun Apr 10 2016 20:00:57 GMT-0700 (PDT),1588
Sun Apr 10 2016 20:55:57 GMT-0700 (PDT),1608
Sun Apr 10 2016 21:59:33 GMT-0700 (PDT),1609
Sun Apr 10 2016 22:03:12 GMT-0700 (PDT),1610
Sun Apr 10 2016 22:42:34 GMT-0700 (PDT),1611
Sun Apr 10 2016 22:55:58 GMT-0700 (PDT),1612
Sun Apr 10 2016 22:55:58 GMT-0700 (PDT),1615
Sun Apr 10 2016 23:07:05 GMT-0700 (PDT),1616
Mon Apr 11 2016 08:07:57 GMT-0700 (PDT),1617
Mon Apr 11 2016 09:04:46 GMT-0700 (PDT),1618
Mon Apr 11 2016 11:00:56 GMT-0700 (PDT),1619
Mon Apr 11 2016 11:01:07 GMT-0700 (PDT),1622
Mon Apr 11 2016 11:02:36 GMT-0700 (PDT),1623
Mon Apr 11 2016 11:02:44 GMT-0700 (PDT),1624
Mon Apr 11 2016 13:10:47 GMT-0700 (PDT),1625
Mon Apr 11 2016 13:14:44 GMT-0700 (PDT),1626
Mon Apr 11 2016 16:03:06 GMT-0700 (PDT),1627
Mon Apr 11 2016 20:31:03 GMT-0700 (PDT),1628
Mon Apr 11 2016 21:10:54 GMT-0700 (PDT),1629
Mon Apr 11 2016 21:19:37 GMT-0700 (PDT),1630
Mon Apr 11 2016 21:37:48 GMT-0700 (PDT),1631
Mon Apr 11 2016 21:48:19 GMT-0700 (PDT),1632
Mon Apr 11 2016 21:49:32 GMT-0700 (PDT),1633
Mon Apr 11 2016 21:51:22 GMT-0700 (PDT),1636
Mon Apr 11 2016 21:54:39 GMT-0700 (PDT),1637
Mon Apr 11 2016 23:05:55 GMT-0700 (PDT),1638
Tue Apr 12 2016 01:06:51 GMT-0700 (PDT),1639
Tue Apr 12 2016 09:19:20 GMT-0700 (PDT),1640
Tue Apr 12 2016 09:20:35 GMT-0700 (PDT),1641
Tue Apr 12 2016 09:36:20 GMT-0700 (PDT),1642
Tue Apr 12 2016 09:43:30 GMT-0700 (PDT),1643
Tue Apr 12 2016 10:20:59 GMT-0700 (PDT),1644
Tue Apr 12 2016 10:37:15 GMT-0700 (PDT),1645
Tue Apr 12 2016 10:38:15 GMT-0700 (PDT),1646
Tue Apr 12 2016 11:03:18 GMT-0700 (PDT),1647
Tue Apr 12 2016 11:12:30 GMT-0700 (PDT),1650
Tue Apr 12 2016 11:18:50 GMT-0700 (PDT),1651
Tue Apr 12 2016 11:24:39 GMT-0700 (PDT),1652
Tue Apr 12 2016 11:26:31 GMT-0700 (PDT),1653
Tue Apr 12 2016 11:32:21 GMT-0700 (PDT),1654
Tue Apr 12 2016 11:32:38 GMT-0700 (PDT),1655
Tue Apr 12 2016 11:44:07 GMT-0700 (PDT),1656
Tue Apr 12 2016 11:57:16 GMT-0700 (PDT),1657
Tue Apr 12 2016 13:32:15 GMT-0700 (PDT),1658
Tue Apr 12 2016 13:44:13 GMT-0700 (PDT),1659
Tue Apr 12 2016 13:45:39 GMT-0700 (PDT),1660
Tue Apr 12 2016 15:04:33 GMT-0700 (PDT),1661
Tue Apr 12 2016 21:19:58 GMT-0700 (PDT),1662
Tue Apr 12 2016 21:26:19 GMT-0700 (PDT),1663
Wed Apr 13 2016 11:08:27 GMT-0700 (PDT),1664
Wed Apr 13 2016 11:08:54 GMT-0700 (PDT),1667
Wed Apr 13 2016 11:15:32 GMT-0700 (PDT),1668
Wed Apr 13 2016 11:15:32 GMT-0700 (PDT),1671
Wed Apr 13 2016 11:15:42 GMT-0700 (PDT),1672
Wed Apr 13 2016 11:16:07 GMT-0700 (PDT),1673
Wed Apr 13 2016 11:17:19 GMT-0700 (PDT),1676
Wed Apr 13 2016 11:18:17 GMT-0700 (PDT),1677
Wed Apr 13 2016 11:18:49 GMT-0700 (PDT),1680
Wed Apr 13 2016 11:20:26 GMT-0700 (PDT),1683
Wed Apr 13 2016 11:20:38 GMT-0700 (PDT),1684
Wed Apr 13 2016 11:20:50 GMT-0700 (PDT),1685
Wed Apr 13 2016 11:21:03 GMT-0700 (PDT),1686
Wed Apr 13 2016 11:21:39 GMT-0700 (PDT),1687
Wed Apr 13 2016 18:57:12 GMT-0700 (PDT),1688
Wed Apr 13 2016 20:11:34 GMT-0700 (PDT),1689
Wed Apr 13 2016 20:12:45 GMT-0700 (PDT),1690
Wed Apr 13 2016 22:15:58 GMT-0700 (PDT),1691
Thu Apr 14 2016 08:20:07 GMT-0700 (PDT),1692
Thu Apr 14 2016 10:34:30 GMT-0700 (PDT),1693
Thu Apr 14 2016 10:34:39 GMT-0700 (PDT),1694
Thu Apr 14 2016 10:35:39 GMT-0700 (PDT),1695
Thu Apr 14 2016 10:55:12 GMT-0700 (PDT),1698
Thu Apr 14 2016 11:01:10 GMT-0700 (PDT),1699
Thu Apr 14 2016 11:08:55 GMT-0700 (PDT),1700
Thu Apr 14 2016 11:09:35 GMT-0700 (PDT),1701
Thu Apr 14 2016 11:10:09 GMT-0700 (PDT),1702
Thu Apr 14 2016 11:11:00 GMT-0700 (PDT),1703
Thu Apr 14 2016 11:11:58 GMT-0700 (PDT),1704
